hour,par,weight
21,814.4072503529518,105.74020511320043
8,318.74471360485165,115.49912039520349
3,783.9626461065968,410.3108636377126
11,1119.8884608543763,80.57995255491488
11,1391.962532197316,373.84725172077316
20,781.7673001951799,105.10875602670336
19,1737.096452612256,315.91396922525445
6,262.1119572935573,494.82422944024324
7,1184.404999098678,93.52795507343302
21,345.1050815397029,432.82392317765425
1,1761.2227637197504,417.9828061326707
2,586.1066077618551,456.566770005865
10,1385.6986600482358,152.87986272856946
16,852.9762831455755,474.74392860834655
4,201.30836204498698,444.962562223476
1,540.4195927940182,353.7348092166393
11,1591.951013988381,372.20731977524343
9,1145.387160700416,318.22871342274874
17,1467.1191216386674,400.124619681575
7,1670.489138226792,119.99441280317221
19,1580.1775923442224,422.56777579410095
12,325.22576459550635,356.15381916445153
8,109.05917424461697,71.58787739580279
16,1669.447088220599,273.8493155725415
10,1624.1181106947818,371.04075822176964
21,845.5745325426317,381.468148080586
6,1757.6121025934287,462.1175571433732
4,1006.2378547763483,297.61917145658737
5,966.3799423690672,297.41933724547846
12,870.1300169614096,346.2798521383685
2,937.7165725150877,86.33967398636452
18,151.81732661998294,230.69263795341763
11,1523.8527620646337,480.33030102918974
2,554.8180638393508,358.5455551627014
4,351.830261830658,259.7289997190749
21,527.1641631238494,106.72506463188981
22,1509.1990198032586,240.5316227755174
23,1989.271450065588,138.9719903415361
3,1592.9514383228552,163.77883716194853
7,280.66205053210024,204.85224233682774
10,859.1008561716401,86.22905130061194
12,660.7646461664077,445.60636076644926
15,1483.1487398400398,256.7663847273786
17,338.3420195229701,392.2516536265943
2,1277.7012220290267,137.36012095839322
9,1377.9363224276888,345.31887988542314
20,1228.0992989597987,141.94483974068186
15,329.84266597834414,494.28315731837193
22,480.35540281262956,281.68630082527216
15,547.1907400304771,358.3061311763767
1,1345.8364963491251,480.02808993890454
6,167.35513577492333,416.0651732872733
11,998.1246714974802,334.498684859353
23,1583.6514072154973,239.96053063565822
15,607.6985564615773,218.31886496160465
23,573.0499406790335,81.4676172771615
22,1792.143476242143,186.8546202657203
10,729.4189781950441,148.9070957051315
13,1049.0678300728866,476.2564679103818
19,491.1528579837075,359.8365252714148
18,1833.6943983597027,172.15352584558403
22,1114.9274194064753,429.78117777145667
7,1068.3293177892006,144.80990642124647
14,875.0062585712033,413.2957972375102
12,1386.2346522292808,292.15356714739886
10,794.5935110666413,192.73695476198935
4,381.9271654647226,239.66056440066276
5,1669.843851492109,179.90058919680453
15,1917.5529851241602,427.81399519188443
21,619.8244850917954,469.24989419639803
6,1353.5819700053623,161.30482738839837
21,238.26504625706895,293.8780081017381
21,1914.3687440148717,224.5831543887844
15,1348.2279662350547,182.62264834850535
4,697.6082563233589,370.61677347085134
5,336.0880935063744,446.0229797482027
4,698.8035649339038,115.33330596143908
18,1273.0537368234002,308.4511392994804
6,1185.8049359352804,337.7837348678125
14,1909.685137118518,283.2931516867414
15,273.1394864861944,63.40371286839224
12,1921.3488022298332,195.60067807540528
16,998.0970132571758,348.1971821191241
8,568.0662718230061,127.26754215867444
16,1364.7138519327336,316.5662848300954
22,546.7403190098142,99.77829493493964
2,1629.0547237960736,107.74856320979703
7,923.236862979494,184.80033071485107
16,307.63589244219486,242.35587144290017
20,170.64075915153882,455.67859072772006
1,504.5990843082071,445.6850534564271
8,373.2197064892691,465.4431311677185
5,1302.934713900982,200.99865737238073
18,1154.537580307489,159.59352928923374
10,1053.7817580261415,442.4346276365125
22,1451.0578768279177,452.83075372413003
10,1886.7164522747369,177.50840441791854
22,708.055883727525,382.5466428243172
6,256.85499107443854,418.8264531282923
17,879.0134067105033,388.4857746745297
4,1114.108823257968,422.7736903085568
9,1117.7539968898427,91.68756001140316
15,1981.5389398097384,172.6072374249767
22,1438.5623794232129,188.75403423905323
12,1430.8948509803877,293.1879587444784
16,1293.818709911462,56.860638083702504
1,1664.957390713625,451.588671269197
17,766.0662926227169,310.17081252885237
22,1231.2908813497866,223.15345994080027
16,887.964619390147,213.29773473762174
8,1748.4566901737574,314.7478396018653
17,159.59901943453798,173.2336892640547
1,1985.7575506384903,181.33942101534012
4,1939.27458162176,444.03279391392965
20,1419.078943414935,130.09165327925484
6,168.13377835893246,145.44400115922545
16,1184.595894768174,168.42326912528213
1,1861.2152526033947,454.58377013062835
19,1757.514099207362,184.7100576213124
6,716.1035601677783,354.5192378831751
19,113.91232545340765,265.4133775370884
15,1717.4793839076801,296.77025443331587
9,1833.3373439002628,375.9145931928335
18,135.00610120859298,56.43043418542187
10,802.0686145221988,444.11939585371726
16,1720.5547531061425,215.7078192669861
15,258.8547946240407,403.63073102544297
4,684.0768332522924,416.78707202557854
8,1520.089202892331,201.10099765577448
8,1974.2764208739031,454.3881395025997
2,1262.2162994954285,253.67031269840334
20,768.0173018700534,448.85991674371553
21,1017.1588463881094,186.55767571492004
13,508.34282855783727,237.0244983613343
19,975.0712244268202,237.6734399386975
18,559.0258388327118,199.81053252628524
12,1842.5187899912055,414.2206502660897
4,1508.8826674909797,438.6519763532586
1,512.3152162282233,81.91056466800197
14,1704.1171719237827,487.42317052371664
16,1735.2095619706079,402.7193468867615
19,693.7973210570234,88.87174620059731
14,256.94574023113915,227.94407847913868
10,1038.3899032784525,326.3990206891916
3,1043.0194084673103,264.2119286605
6,578.5857174702825,209.26022793082305
15,672.8973721463761,445.7949206090613
19,1525.4644814180724,417.2339385343324
9,1236.136385319242,466.8007864866237
3,452.89917598354276,271.14078909727084
3,1119.9405244710415,365.84459145065324
8,1470.5299600774897,111.60922547663485
15,126.02366645084524,60.81801531121522
18,1432.8113859181447,288.1090794068877
17,1269.2319285644867,101.3569882833874
16,358.7936599738709,196.33425277991967
16,1137.6412510698976,308.02315416638805
11,1005.4048352712599,66.42540829426164
3,1147.742029310232,328.27098943643335
12,422.8021172694081,326.20947742112895
20,498.3251653001873,420.88649157199364
23,662.0672247745607,93.95432069800313
10,1793.9720067516723,300.6203718836707
19,211.0856496462913,272.72862960553164
10,104.57674313367367,324.30107267527336
21,289.30332684838635,294.6363344416364
10,1588.5192407643422,68.64664030504629
19,123.79659618439757,353.5263216858689
17,1884.892220021455,408.2215334755655
22,770.8666203742309,123.40024295719701
9,1109.6069127410537,225.35378633140238
3,1812.8050330857168,254.46490088123466
21,1299.9417716390772,293.31548929078497
21,1583.9826739341408,88.63444676431395
6,186.74493778724548,197.6075673954431
22,1466.5750265532492,63.86139901847829
15,268.49933413077343,357.05234248481264
4,600.0533290899017,113.4920365575713
8,1061.3961987832765,175.39579590211807
19,1237.1276469357458,403.02774955405346
1,299.0893435833158,126.54348451860204
18,428.1196803831803,415.87036274813676
10,1645.0883905301077,178.61218068093945
15,644.6511966048257,472.11650602007717
9,1278.6717354326136,300.6239107232784
3,1732.4717226422454,166.53502209896746
6,1024.5858745930536,84.4570535458064
6,1286.3327402773427,317.51024927655186
2,267.93954209150786,253.77577679788155
11,996.4561097897038,373.91775388061757
23,850.5865074929742,217.5707632200873
12,862.5023734510521,116.99507025774052
22,726.4298947834003,361.16393827781104
12,330.6388000837426,88.50859075994015
4,1704.4469215363533,207.23311636004303
4,431.3143105121258,268.75992877795653
1,1015.8010179791164,324.8864649328456
21,1099.729592740028,134.4699415559822
9,1169.417743958623,154.87084667569638
4,1052.2928339232687,337.27909261847617
22,1619.2180166529379,93.88400908028984
17,710.7155082828025,255.78844317955958
13,937.0502166022684,350.5489354042781
11,1032.9173127584606,311.6954252346115
23,230.1063898458358,340.75223863547205
11,1434.8300353809398,119.24137119628169
20,870.0910600148165,63.03973684370309
8,1575.552456469648,451.38679169804186
1,945.696378131609,91.38826817186992
11,1684.3310397493917,202.1205803649836
13,1294.765959956716,323.29675736613643
16,350.8509739701624,322.1534877967458
22,1427.5938866380504,395.36058278157117
21,1582.8085830891227,50.42880675383344
10,836.9876275793143,434.6032156709928
3,406.7811923436069,329.8920282025043
3,1915.3326157450822,426.90862358875177
7,268.04866312187835,265.5481174080562
23,980.0495603156808,446.08219154512466
8,1299.4714084066525,101.42176200709291
22,1399.3099466977587,362.28381968570227
2,1569.6927868755774,99.38531652635217
11,1751.7272481657808,246.92052320661503
17,1997.8780344061113,499.4626575508974
1,1028.939867138448,145.09773990700165
8,1287.6981726739593,133.48774128799133
19,254.8287570574865,387.65002829039076
22,394.09070997486583,355.5882284264667
13,708.696169775677,473.86277903665456
19,798.344928370878,137.69420349116248
4,1898.2553214381312,76.15694468591813
1,1474.7332837867752,167.59607773251858
17,1031.0042707437528,467.15077288152094
10,1274.8567730329144,279.094234491879
6,1852.088451644594,184.8015956356616
6,441.742695856145,270.85116714772204
22,1647.8624271751376,334.68447102715817
18,1809.9303302967548,225.4394069665217
23,1384.2385670445929,181.2009806848627
17,1410.8014918224917,166.7935254163777
5,1039.2734099627467,216.42329818934806
12,1554.5521153108473,232.80123656774646
2,1345.717397083537,62.64197636037708
2,1489.8129861520283,236.4509601160592
9,971.1794792054084,321.40170757603073
1,706.2910323984707,179.6593093027253
15,433.3602849798466,102.7484462558631
1,1420.5660724871357,116.8146299586649
3,1329.039247009077,92.58573283746547
15,428.25950048237445,355.8431186645794
10,392.12875392827044,302.58021265847134
12,302.9497834923708,351.5076364505175
3,339.3283250987272,96.16678596169716
20,198.5368597357289,243.4215914611635
13,1414.6926571009333,478.79765261403867
13,1886.6851761396638,317.46823593542064
1,617.7485611665154,101.82691333944966
20,1021.7118749438333,174.25070803948358
20,1203.977329682934,241.22409244349515
20,1818.680603326877,430.69658105628827
11,1634.100055565078,405.24738935582167
15,1139.9363258524968,286.85501923576044
13,1140.7689233920985,63.90093507213001
20,1936.4935569028328,485.11982246926635
9,904.2404544316918,401.6845886924298
22,393.15943357694465,379.2856405892981
6,867.7036407421841,170.43684906376387
18,1807.268535961971,80.95803602095994
7,239.867029210852,464.86076471261663
9,751.7011162243311,468.76716206859965
2,1770.62589979053,363.2907230338247
18,945.2269379085421,276.96205741462313
19,633.3134131124403,433.2370443141157
2,1831.7213352127394,101.21926129289973
1,1050.643106693978,112.19803594176176
21,480.5122315985288,420.0143347018172
23,618.9206378098911,108.26998304352891
11,1699.124043465884,262.02593589781225
2,1005.4618434966515,257.8930956147059
8,1870.432741891991,333.98832673672604
9,1757.3056991258477,421.63459275440556
22,876.5434919097885,128.98596467147556
13,718.1983933189981,117.21074787338873
3,1383.6736007397797,172.7105562705091
17,988.8657825288315,160.91422342114208
6,794.0052488456865,315.94323349557675
11,338.9668681555251,497.3840495522379
18,907.0040060159009,176.70855229230395
23,1254.5846728588108,177.12827566500997
20,1437.9631067393552,191.79799041498032
8,740.5209267120025,473.37407744280546
9,1072.8410864975997,280.38196808599554
8,1764.7039851268546,472.4156753217914
12,1989.6699869110232,485.09484273066204
17,1829.0388268972736,78.72412329169534
17,1605.4055965060104,334.9080190403212
16,1813.5435174862102,363.35208092093615
23,368.2791851463982,314.347868087535
22,1809.0875326003538,232.59875141158116
21,1129.182230098604,473.36021558106927
9,320.7848235737483,187.93534846000102
2,1291.039671732806,118.16611792823176
4,722.5928276734114,229.0148425785408
20,589.0240279583119,367.7490606546718
13,1072.6740926055709,272.6284343016678
14,104.09669494343736,274.78342830334014
23,1960.8477596371733,419.6293364497332
15,1907.7348697157663,233.3293871896969
8,1142.6554856989287,430.8641936796387
19,503.2222465130494,123.60518822669806
6,1302.7030540429369,291.8466658631967
6,1103.837214023364,266.58590709362534
18,335.9514801102386,193.1073004250478
10,443.3689944166737,201.64039770745083
18,541.7197741336885,498.2715946816697
15,817.072111064339,454.3396399600569
6,433.1529854838907,279.933137061728
13,1236.8168436392132,338.59099525045076
6,369.69415044110855,100.77481810472472
11,1568.9766527832442,341.9015756178338
3,946.2595813761455,53.62406166985608
6,722.0046137498557,363.58711220305133
15,547.1421306488899,165.42316604168556
19,1598.7671838967738,408.2846987063538
2,285.42483741842636,152.3359438011935
5,411.52128228060536,186.45023619659315
1,1424.9624505434597,148.0106938467538
19,1217.7871298786933,365.34361152678014
14,507.3610061236693,212.31433014817915
15,307.2939542916868,322.74237832735986
18,1842.8278934545558,228.25061373957175
4,618.8576185057436,60.64733997790724
6,1685.1910629658955,362.4667978799518
14,1932.5833821897197,424.6678265460412
16,161.48557197329808,381.87155289915785
17,1811.3936001673517,355.1713400338347
4,1602.5342993747736,118.88335444545211
17,489.9851224789819,288.863344833198
11,298.0825593581239,327.63555698361944
21,126.06423359116936,263.21712977377774
7,1965.5336133540939,360.33547510172235
5,955.7802961829743,442.7923581263223
8,180.31648164539197,462.22633244265234
2,1494.3530287693854,129.93256236332974
8,762.2547110211983,133.1174884531834
12,1861.4223763886905,163.66598432530935
8,334.28018316172285,475.51202762502606
5,106.53465425543314,129.05520383954408
2,1754.3176449240414,53.56611872875336
7,466.29347528783046,452.9613180334304
5,200.93331909299002,125.52892355731078
21,1871.778218576788,489.9751081814743
20,433.72436230860427,449.5621244271729
19,646.2441651083734,314.1386765621077
17,1615.17839325889,330.4636084267475
20,1800.9456595741353,321.85355396377946
7,264.7431047806373,237.54164831770646
14,241.78670090093422,74.10561952994848
2,770.9525381903306,360.4076284117105
5,690.7301969002957,486.9440488301628
1,1095.9104521103131,460.5165973716786
18,1771.8509922529538,216.4693831994704
13,375.31607938156424,61.6112290955604
11,1501.2486711335753,216.04364843779047
16,334.8808418999591,375.1090602667508
19,633.4146870598114,315.4348015720315
20,1504.7172805958003,83.37016680328992
18,1239.7702040827562,309.9220661304255
18,848.6741004042557,183.73951569328966
21,1931.692695740873,355.9116949879096
4,1621.198713756535,317.8937622376395
7,291.2955448102122,103.51110715654502
13,1371.187783708455,75.89180586520541
19,359.5457280769657,167.4644858294025
16,1420.4611421977863,397.52095191150136
17,698.765799913459,366.6468431239759
20,1954.0361900104547,244.4390589384766
21,488.392055397108,201.0714910373139
21,389.07109537426646,431.6075956417828
7,871.0945209265255,469.64094588678626
1,1439.8734856957456,309.4391079152065
15,374.6379511671079,177.11516104226814
10,1282.7857773201918,379.55078492015906
22,1538.3457472365865,190.44054133250165
13,159.87740681718884,343.25562711282686
2,502.2885241756718,222.0314762958709
9,514.7467333336942,239.15407488116074
4,1703.135488960583,481.6300384054795
16,687.7815312331459,411.64145731183515
19,708.1240533004005,419.6752737562824
4,1572.8028008925749,241.04166444482857
8,1602.6268346755955,356.1844675631267
18,1869.335763697198,150.27487076289637
15,277.45591120584004,150.36918191725312
17,1546.6442971624504,456.64993401331947
21,1572.5309355599238,458.0296233451609
19,1395.5183804084093,270.0864237145701
10,392.8389787466239,470.03806813452934
8,1312.5928085868907,497.0256622143039
3,1852.2272446653958,97.0261370314003
4,798.2662982071962,423.1238734344883
5,1232.1981217417658,74.24790651600213
11,826.1949213172246,441.61994344675844
8,1661.599036927146,472.15770550014196
15,1961.5506510719529,75.82508853123932
2,828.9321050739667,211.06490860370747
11,1925.4983339195076,241.17751405254273
16,1793.2458816623048,56.31527748072355
22,1221.6220194303405,196.25819308829614
15,1850.0562233943986,166.81620523325049
15,616.4694063185719,91.96883530045352
4,1122.7622147863492,114.02391287281385
6,496.3930897629246,114.15554177720028
2,670.4059648238166,171.86503747442183
19,1161.8053659887028,224.0956184053042
17,1973.3699305106018,428.8933313985328
13,1754.8804235368318,117.577502879129
11,812.8307886035317,255.28331761138398
23,392.35438836662956,323.8918129576439
12,809.4172079937133,142.03799987496924
15,1458.5032262753653,458.108982291861
15,1831.9850147923694,146.57637056757906
14,482.48137211664397,191.9168538109379
10,1209.078024733526,373.7085233374183
15,1964.0277312320964,461.7087040513918
5,1271.0488974067239,371.06417319937646
3,812.234183705175,56.666040784819074
14,1633.468635303102,154.58076632820757
15,1766.672003265942,144.33494725621995
19,235.26032126251135,226.37353922657167
7,872.5334231849561,124.36337985115324
15,572.0577532376955,342.59183651049204
2,1797.6764387987564,90.72532853294007
14,206.88024423015312,432.4589504917552
16,254.85874288084347,143.4551482704124
21,1620.1975444275986,479.08498122166657
17,820.0423687236942,318.4131554177062
19,693.8320314608562,148.33846769493184
19,697.5897836354648,138.32036686077592
13,114.37721697007326,439.92713084149625
15,1171.9040321902237,232.28120877481095
14,448.40700970455634,318.0662836264381
19,795.0049040285944,445.40022780375676
22,1855.2159052483253,495.7031238851151
16,820.5078070605476,448.8958908709775
13,1339.308239457256,157.82865720671188
13,188.97653485452216,440.5914355198329
12,1678.817032824392,268.09406458926566
15,1504.7692942806832,86.07478708004881
19,528.4076853740956,335.5586877372451
2,1853.1450777161056,74.41093916780167
23,756.4568682847222,200.407643641707
9,534.4932224037557,101.22205652727624
17,1208.9125373975835,329.23343581036005
4,209.29840031733968,159.9075158509158
12,1507.5231911265982,372.6353406708703
19,1539.2202828439765,423.5084448868845
13,1296.2945040658067,152.10030304402275
